City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),data_quality,Avg_Fruit,Avg_Veg,City/Country
Leiria,Portugal,9.48,31.61,7.38,2.0,2.11,1.59,1.41,1.05,0.71,1.03,0.94,1.86,6.82,4.56,9.04,1.45,1.11,1.09,1.68,0.85,1.01,0.99,0.48,3.16,0.87,1.21,1,1.216666667,1.1325,"Leiria, Portugal"
High Wycombe,United Kingdom,18.45,64.58,7.38,4.92,6.03,3.91,2.41,1.45,1.1,1.45,1.02,3.32,7.12,10.25,9.84,2.54,1.15,2.66,4.0,1.61,1.13,0.8,1.11,9.84,2.46,2.77,0,2.116666667,1.885,"High Wycombe, United Kingdom"
Pforzheim,Germany,10.54,60.59,8.43,4.21,3.42,2.94,2.58,2.42,0.98,1.58,1.77,2.09,6.32,7.61,17.91,2.81,1.68,2.09,0.96,1.87,0.96,1.26,0.42,4.74,0.58,1.31,0,2.193333333,1.2625,"Pforzheim, Germany"
Cambridge,United Kingdom,18.45,79.95,7.38,6.15,5.23,3.82,2.23,1.74,1.27,1.51,1.61,2.86,8.04,7.87,15.3,3.17,1.61,2.74,3.55,1.37,1.57,1.12,1.42,9.23,2.2,2.99,1,2.506666667,1.9025,"Cambridge, United Kingdom"
Latina,Italy,11.59,47.42,8.43,4.21,4.21,1.37,1.71,1.05,1.62,1.26,1.58,2.77,12.29,7.73,13.35,1.93,1.58,1.26,1.05,0.84,1.05,1.05,0.27,5.27,1.0,2.48,0,1.59,0.9975,"Latina, Italy"
Nefteyugansk,Russia,,,,,,,,,1.12,0.64,1.6,1.34,11.2,6.4,12.8,1.6,1.6,1.28,1.92,0.96,0.64,1.6,0.64,6.4,0.96,1.92,0,1.493333333,1.28,"Nefteyugansk, Russia"
Balneario de Camboriu,Brazil,4.31,19.16,6.71,2.68,3.64,1.44,1.01,0.57,0.88,1.92,1.28,2.13,8.3,4.92,8.24,2.01,0.88,1.09,1.32,1.32,1.23,1.14,0.77,6.71,0.98,3.83,0,1.326666667,1.2525,"Balneario de Camboriu, Brazil"
Lynchburg,United States,16.5,59.0,7.5,4.75,6.5,3.42,1.75,1.33,0.96,3.14,2.48,1.69,8.44,3.73,19.82,4.48,1.53,4.41,4.03,3.04,2.56,1.43,1.62,8.99,1.79,2.38,0,3.473333333,2.765,"Lynchburg, United States"
Exeter,United Kingdom,14.76,67.65,8.91,4.92,4.31,3.83,1.84,1.28,1.14,1.09,1.2,2.41,6.87,7.55,10.46,2.05,1.14,1.82,1.67,1.09,1.13,0.8,1.4,8.61,2.23,2.44,1,1.67,1.1725,"Exeter, United Kingdom"
Colchester,United Kingdom,18.45,73.8,9.84,4.52,6.03,4.07,1.97,1.38,1.34,1.23,1.03,2.02,6.49,5.99,9.84,2.26,1.12,2.61,1.56,0.89,1.15,0.72,1.28,8.61,2.79,2.77,1,1.996666667,1.08,"Colchester, United Kingdom"
Barbacena,Brazil,2.68,12.93,6.51,1.53,3.07,1.66,1.05,0.72,0.85,1.34,1.34,1.38,5.46,3.16,9.1,1.15,0.96,1.15,1.15,0.77,0.77,0.57,0.57,5.75,0.73,3.07,0,1.086666667,0.815,"Barbacena, Brazil"
Simi Valley,United States,16.0,75.0,5.75,6.0,3.62,3.67,2.0,1.75,1.02,2.72,4.41,4.0,11.57,10.75,12.13,5.22,2.34,3.08,3.09,3.66,2.92,2.0,3.0,10.0,2.0,1.75,0,3.546666667,2.9175,"Simi Valley, United States"
Aalborg,Denmark,18.43,92.14,11.34,7.09,6.02,4.81,3.69,2.61,1.61,2.71,2.23,4.31,11.93,11.16,16.45,2.92,2.81,2.79,2.81,1.97,1.51,1.65,1.79,10.28,1.8,2.87,1,2.84,1.985,"Aalborg, Denmark"
Novomoskovsk,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Novomoskovsk, Russia"
Zwolle,Netherlands,15.81,63.22,8.43,5.32,3.42,3.06,2.91,2.11,1.04,2.04,2.06,1.72,11.77,8.41,28.97,2.81,1.35,1.43,2.61,1.01,0.94,0.79,0.63,6.31,1.25,1.75,0,1.863333333,1.3375,"Zwolle, Netherlands"
Kampong Cham,Cambodia,2.25,21.0,6.0,1.0,2.0,2.0,1.0,0.5,1.97,1.23,0.75,1.76,14.33,4.5,8.83,2.0,0.75,3.0,1.0,1.12,1.06,1.58,0.55,8.0,0.55,2.0,0,1.916666667,1.19,"Kampong Cham, Cambodia"
Kenosha,United States,20.0,80.0,6.75,6.0,5.5,4.25,2.29,1.31,0.79,3.18,3.73,2.25,11.76,10.47,16.15,5.15,1.54,3.15,3.78,1.84,2.08,1.66,2.0,13.99,1.14,2.7,0,3.28,2.34,"Kenosha, United States"
Bonao,Dominican Republic,5.94,29.25,5.48,2.56,3.29,2.15,1.83,0.32,1.69,1.71,1.21,1.86,11.08,5.74,16.12,2.42,0.6,1.61,1.29,0.81,0.73,0.53,0.64,3.66,2.87,3.66,0,1.543333333,0.84,"Bonao, Dominican Republic"
Fort Smith,United States,13.5,65.0,8.75,4.0,5.5,3.8,2.31,1.45,1.0,3.5,3.31,,10.83,8.99,10.54,2.97,2.14,4.18,4.76,2.76,2.76,1.29,2.36,,,1.8,0,3.096666667,2.8925,"Fort Smith, United States"
Setubal,Portugal,10.54,52.69,7.11,2.11,1.9,1.3,1.48,1.06,0.78,1.35,1.1,1.93,10.12,8.43,12.12,1.44,1.07,1.5,2.05,1.12,0.93,1.07,0.53,3.16,0.98,2.46,1,1.336666667,1.2925,"Setubal, Portugal"
Leon,Spain,12.64,39.52,7.9,2.63,3.16,1.64,2.33,1.54,0.82,1.24,1.66,2.22,10.5,5.93,10.89,1.92,1.92,2.08,2.0,1.21,2.0,0.94,0.88,5.01,0.72,1.34,0,1.973333333,1.5375,"Leon, Spain"
Norman,United States,14.5,60.0,7.5,5.0,7.0,4.31,1.42,1.33,1.04,3.08,5.51,2.62,13.22,8.81,12.85,4.25,1.54,4.03,5.5,2.92,2.62,2.0,1.43,10.0,,1.5,0,3.273333333,3.26,"Norman, United States"
Savannakhet,Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Savannakhet, Laos"
Zahle,Lebanon,10.0,40.0,8.0,3.75,4.5,1.79,1.05,0.36,1.75,0.42,1.48,2.48,7.67,10.0,10.67,1.5,0.8,1.5,1.5,1.37,1.07,1.0,0.98,10.0,2.0,5.0,0,1.266666667,1.235,"Zahle, Lebanon"
Gorzow Wielkopolski,Poland,5.63,33.81,6.2,1.8,2.82,2.33,1.8,1.1,0.62,0.76,1.99,1.62,4.96,5.18,9.01,0.86,0.64,1.35,1.35,0.34,0.9,1.01,0.53,4.51,0.83,1.11,0,0.95,0.9,"Gorzow Wielkopolski, Poland"
Boulder,United States,28.5,90.0,9.25,7.25,8.0,4.62,3.25,2.11,1.13,4.33,3.7,5.23,17.09,27.78,17.84,4.6,2.25,4.96,2.28,2.01,2.23,2.36,2.55,15.0,3.43,3.0,0,3.936666667,2.22,"Boulder, United States"
Wolfsburg,Germany,9.48,52.69,6.32,4.21,3.69,3.3,1.45,2.49,1.0,1.55,1.83,2.38,12.07,7.73,13.35,1.84,1.57,2.01,0.83,1.39,0.94,1.23,0.48,5.27,0.61,1.48,0,1.806666667,1.0975,"Wolfsburg, Germany"
Pervouralsk,Russia,12.8,32.0,4.8,2.08,1.44,1.92,0.8,0.52,1.11,0.76,1.48,1.35,10.58,4.62,8.26,1.83,1.17,0.99,1.92,0.93,0.7,1.22,0.64,6.4,1.06,1.72,0,1.33,1.1925,"Pervouralsk, Russia"
Gyumri,Armenia,5.05,27.79,5.69,1.06,1.59,1.39,0.72,0.32,0.97,0.34,1.74,1.67,5.46,4.72,7.5,1.2,1.7,1.64,1.14,0.55,0.67,0.59,0.63,6.32,1.01,1.47,0,1.513333333,0.7375,"Gyumri, Armenia"
New Mirpur,Pakistan,1.56,12.85,3.13,3.13,4.02,1.3,0.23,0.17,0.51,0.54,0.72,0.97,3.73,2.83,3.88,1.16,0.58,0.71,0.67,0.33,0.31,0.22,0.26,0.45,0.83,1.05,0,0.816666667,0.3825,"New Mirpur, Pakistan"
San Pedro Garza Garcia,Mexico,12.12,36.1,6.7,1.29,3.87,2.54,1.07,0.91,1.63,2.97,1.25,2.28,8.77,7.16,14.27,2.76,1.72,1.74,2.18,1.7,1.29,1.5,0.99,12.89,1.66,2.93,0,2.073333333,1.6675,"San Pedro Garza Garcia, Mexico"
Bergamo,Italy,15.81,65.86,8.43,5.27,4.74,1.64,3.09,1.52,1.33,1.99,2.04,3.02,14.75,10.01,16.51,2.17,1.73,2.29,3.42,1.65,1.38,1.32,0.44,6.32,1.67,2.36,1,2.063333333,1.9425,"Bergamo, Italy"
Algeciras,Spain,8.96,31.61,10.54,3.16,4.21,2.11,2.11,1.58,0.95,0.72,,1.36,10.84,7.37,11.49,1.04,1.05,0.83,1.25,0.94,0.89,1.04,0.64,4.74,0.63,1.05,0,0.973333333,1.03,"Algeciras, Spain"
Baia Mare,Romania,4.28,25.69,4.71,1.5,1.97,1.33,1.2,0.96,0.95,0.87,0.96,1.52,6.07,4.17,5.57,0.67,1.16,0.93,1.93,0.48,0.55,0.64,0.55,4.28,0.67,1.04,0,0.92,0.9,"Baia Mare, Romania"
Rudnyy,Kazakhstan,,,,,,,,,0.53,0.21,,0.77,,2.98,5.1,,,,1.38,0.53,,,0.32,3.83,0.45,0.81,0,,0.955,"Rudnyy, Kazakhstan"
Maastricht,Netherlands,15.28,63.22,10.54,4.48,4.21,3.3,2.76,2.38,1.07,2.04,2.07,1.99,11.77,8.41,28.97,2.89,1.35,1.46,2.7,1.01,0.94,0.79,0.63,6.31,1.25,1.78,1,1.9,1.36,"Maastricht, Netherlands"
Abilene,United States,13.5,60.0,7.5,3.5,6.0,4.33,3.83,2.12,0.88,3.59,2.06,2.67,15.06,10.76,13.7,4.04,1.73,3.08,2.95,1.87,2.09,1.0,1.67,5.0,1.43,2.07,0,2.95,1.9775,"Abilene, United States"
Maicao,Colombia,1.89,16.78,5.24,0.52,1.26,0.84,0.42,0.38,0.42,0.42,0.42,0.76,2.1,2.79,3.15,1.92,0.9,1.01,0.84,0.78,0.81,0.94,0.51,4.2,0.75,1.1,0,1.276666667,0.8425,"Maicao, Colombia"
Alberton,South Africa,8.27,28.51,4.56,1.71,2.0,1.65,0.89,0.67,0.86,0.84,1.05,1.7,6.27,3.9,5.7,0.89,0.99,1.18,1.03,1.0,0.86,0.86,0.86,3.99,1.08,1.43,0,1.02,0.9375,"Alberton, South Africa"
Punta Arenas,Chile,7.91,45.27,5.66,3.4,3.4,2.97,1.7,1.25,1.3,1.08,1.19,3.26,8.49,5.66,9.62,1.41,1.41,2.26,2.09,1.01,0.91,0.62,1.3,5.66,0.79,1.13,0,1.693333333,1.1575,"Punta Arenas, Chile"
Dabrowa Gornicza,Poland,6.2,33.81,5.63,1.8,1.8,1.92,0.9,0.68,0.72,1.01,0.79,2.57,6.76,2.82,7.89,0.65,1.0,0.79,1.8,0.68,0.68,0.56,0.51,3.04,0.68,0.83,0,0.813333333,0.93,"Dabrowa Gornicza, Poland"
Zacatecas,Mexico,6.7,16.5,6.19,1.68,3.09,2.45,0.97,0.64,1.14,1.89,1.5,1.67,4.13,7.02,10.2,1.55,0.77,1.2,1.27,1.56,1.25,0.77,0.52,6.19,1.17,1.29,0,1.173333333,1.2125,"Zacatecas, Mexico"
Montreuil,France,4.78,31.61,3.98,6.32,,,3.16,2.11,,1.05,1.05,,,4.65,,,,,,,,,,,,,0,,,"Montreuil, France"
Slough,United Kingdom,20.3,58.43,6.77,4.92,4.92,3.44,1.76,1.31,1.13,1.28,1.44,2.45,5.77,6.55,11.61,1.94,1.42,2.79,1.85,1.23,1.0,0.98,1.08,6.77,1.23,1.39,0,2.05,1.265,"Slough, United Kingdom"
Barretos,Brazil,3.83,11.5,2.87,3.07,1.53,1.34,0.77,0.38,0.77,1.19,0.78,1.39,4.02,3.06,5.94,1.03,0.59,0.66,0.92,0.75,0.7,0.81,0.68,7.28,1.09,1.62,0,0.76,0.795,"Barretos, Brazil"
Pescara,Italy,18.97,63.22,9.48,5.01,3.95,1.52,2.9,1.05,1.24,1.9,2.28,3.28,11.46,7.72,14.58,2.23,1.7,2.03,2.34,1.66,1.93,2.11,0.63,6.32,1.12,2.46,1,1.986666667,2.01,"Pescara, Italy"
Bayawan,Philippines,4.66,9.87,,2.15,,,0.27,0.27,,0.81,0.99,0.86,,3.59,,1.79,1.08,1.79,1.17,,2.69,1.17,0.81,,1.66,,0,1.553333333,1.676666667,"Bayawan, Philippines"
Blackburn,United Kingdom,13.53,49.2,7.13,3.38,3.69,3.04,1.17,0.68,0.94,1.07,1.52,2.23,4.47,6.61,8.15,2.33,1.06,1.64,3.57,0.86,1.01,0.86,0.95,6.15,1.52,1.46,0,1.676666667,1.575,"Blackburn, United Kingdom"
Ciudad Hidalgo,Mexico,6.19,32.23,,2.19,2.58,2.64,1.01,1.03,1.17,1.5,1.13,2.89,6.7,7.48,10.31,2.89,1.19,2.06,0.89,0.77,0.77,0.98,0.88,8.25,1.51,1.48,0,2.046666667,0.8525,"Ciudad Hidalgo, Mexico"
Guelma,Algeria,1.81,8.68,2.71,1.48,1.45,0.48,0.43,0.2,0.76,0.25,1.08,1.3,8.68,4.7,10.85,1.01,2.89,0.8,0.55,0.72,0.28,0.51,0.25,6.51,1.08,1.54,0,1.566666667,0.515,"Guelma, Algeria"
Fier,Albania,4.05,27.03,5.41,1.08,1.8,1.2,1.14,0.6,1.05,0.57,1.02,1.62,5.11,4.29,6.61,0.81,0.9,0.86,0.68,0.54,0.5,0.39,0.48,4.05,0.7,1.04,0,0.856666667,0.5275,"Fier, Albania"
Berkeley,United States,18.0,80.0,9.0,7.0,7.0,5.04,3.83,2.0,1.73,3.83,6.01,3.33,18.08,8.95,16.53,6.61,2.23,5.22,6.1,4.2,4.69,2.0,2.74,14.0,3.1,3.5,1,4.686666667,4.2475,"Berkeley, United States"
Redding,United States,14.0,58.0,8.0,6.0,6.0,4.37,1.8,1.27,1.26,3.46,4.97,4.99,11.74,16.3,18.71,4.73,1.63,4.25,4.77,3.51,3.73,2.18,1.72,15.0,2.89,3.0,0,3.536666667,3.5475,"Redding, United States"
Upington,South Africa,14.26,57.03,4.56,1.14,1.43,1.71,0.57,,1.03,0.68,,1.3,6.84,2.57,11.35,1.14,0.86,1.43,0.86,1.14,1.31,0.57,0.46,3.42,1.14,1.71,0,1.143333333,0.97,"Upington, South Africa"
Plock,Poland,6.2,20.28,4.85,1.24,1.13,2.48,1.31,0.68,0.66,0.95,1.29,2.3,6.09,4.53,9.84,1.02,1.24,1.62,2.14,0.59,1.05,1.07,0.58,6.76,0.98,1.28,0,1.293333333,1.2125,"Plock, Poland"
Siracusa,Italy,10.54,52.69,8.96,4.21,2.63,1.39,1.76,0.97,1.09,0.89,2.27,2.88,9.22,5.74,12.64,2.0,1.43,1.74,2.11,0.74,0.84,1.16,0.35,5.27,1.0,0.79,0,1.723333333,1.2125,"Siracusa, Italy"
Apucarana,Brazil,3.83,15.33,3.83,1.92,1.53,1.15,0.77,0.38,0.96,1.25,1.01,2.11,7.86,3.07,7.38,1.53,0.96,0.67,1.44,1.15,0.96,0.67,0.52,8.62,1.2,2.87,0,1.053333333,1.055,"Apucarana, Brazil"
Chilapa de Alvarez,Mexico,7.74,19.34,7.74,1.55,1.8,2.58,0.72,0.72,1.13,1.55,0.96,1.47,3.09,4.64,7.22,2.06,0.95,1.7,1.75,0.93,2.32,0.9,0.62,6.45,0.81,0.77,0,1.57,1.475,"Chilapa de Alvarez, Mexico"
Billings,United States,14.0,57.5,9.0,3.5,5.5,4.5,1.67,1.35,0.89,3.05,3.43,2.99,12.67,11.55,13.02,3.9,1.37,3.48,6.15,1.82,2.87,1.82,1.18,13.0,2.8,2.86,0,2.916666667,3.165,"Billings, United States"
Valinhos,Brazil,5.75,19.16,5.75,1.53,2.3,1.48,0.91,0.48,0.85,1.12,1.15,1.92,9.64,3.96,7.73,1.41,1.21,1.18,1.72,1.21,1.12,0.77,0.48,8.53,1.3,2.2,0,1.266666667,1.205,"Valinhos, Brazil"
Guelmim,Morocco,1.89,,4.72,1.51,2.17,1.28,0.66,0.47,0.61,0.19,0.8,1.13,6.14,1.94,7.24,0.57,0.57,0.57,0.47,0.57,0.57,0.38,0.52,5.67,,1.51,0,0.57,0.4975,"Guelmim, Morocco"
Perpignan,France,13.17,63.22,9.48,3.69,4.21,2.77,2.11,1.35,1.12,1.9,2.04,3.9,8.43,8.9,15.7,2.63,1.79,1.77,2.41,1.82,1.84,1.53,0.57,7.38,2.28,2.46,0,2.063333333,1.9,"Perpignan, France"
Gottingen,Germany,10.54,52.69,8.43,3.79,3.27,2.89,2.87,2.32,1.03,2.24,2.14,3.1,18.76,7.69,13.17,2.59,1.71,2.39,0.83,2.81,0.94,1.72,1.22,5.27,0.73,1.36,1,2.23,1.575,"Gottingen, Germany"
Barcelos,Portugal,8.43,31.61,6.85,1.79,3.16,1.35,1.33,0.87,0.68,0.98,1.17,2.03,8.5,5.26,11.52,1.65,1.2,1.32,1.6,0.91,1.19,0.82,0.52,4.21,1.24,1.33,0,1.39,1.13,"Barcelos, Portugal"
Kuopio,Finland,12.64,84.3,8.43,6.32,6.32,3.86,2.23,1.83,0.95,2.02,1.83,2.4,6.46,10.71,12.33,1.98,1.59,1.55,3.05,0.96,1.51,1.86,1.24,12.64,2.68,3.2,0,1.706666667,1.845,"Kuopio, Finland"
Yuba City,United States,17.0,85.0,8.0,6.0,5.0,4.67,3.0,1.43,1.05,4.02,5.64,3.66,10.95,12.48,15.06,5.21,1.5,5.57,5.56,4.1,2.76,2.07,2.57,9.0,2.14,4.09,0,4.093333333,3.6225,"Yuba City, United States"
Orleans,France,13.65,42.15,8.43,6.85,5.22,2.56,2.64,1.66,0.89,1.05,1.58,2.47,15.81,5.27,11.59,2.37,1.76,1.75,1.84,1.05,3.69,1.31,1.0,4.21,1.05,1.58,0,1.96,1.9725,"Orleans, France"
Chelmsford,United Kingdom,14.76,86.1,7.12,4.92,4.92,3.57,1.49,1.18,0.95,1.13,2.28,3.09,7.03,7.57,13.53,3.01,1.09,2.05,2.36,1.04,1.17,0.84,1.19,12.3,2.13,3.44,1,2.05,1.3525,"Chelmsford, United Kingdom"
Ajax,Canada,20.49,66.7,8.89,4.45,5.92,3.01,1.76,1.39,1.93,1.85,1.84,2.59,9.63,10.87,15.07,2.84,1.56,2.65,4.52,2.41,1.81,2.22,1.48,11.12,2.08,2.48,0,2.35,2.74,"Ajax, Canada"
Ciudad Choluteca,Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Ciudad Choluteca, Honduras"
Dordrecht,Netherlands,16.86,63.22,8.96,4.74,4.48,3.1,2.81,2.07,1.07,2.04,1.69,1.72,11.75,8.41,28.97,2.73,1.34,1.42,2.72,1.01,0.94,0.79,1.0,6.31,1.25,1.78,0,1.83,1.365,"Dordrecht, Netherlands"
Duluth,United States,15.0,50.0,8.0,4.5,7.0,4.42,2.58,1.5,1.14,3.67,4.04,3.5,11.02,12.86,14.88,7.85,2.2,7.72,11.02,5.87,5.14,2.33,2.23,12.0,,5.0,0,5.923333333,6.09,"Duluth, United States"
Ghardaia,Algeria,0.9,28.93,5.06,1.81,2.89,0.43,0.43,0.24,0.63,0.11,0.84,1.3,4.46,3.0,8.08,1.64,2.28,0.92,0.46,0.48,0.3,0.35,0.27,10.85,1.18,2.17,0,1.613333333,0.3975,"Ghardaia, Algeria"
Leominster,United States,,,,,,,,,,,2.2,,9.92,7.23,,2.18,0.99,1.74,3.28,2.84,2.84,3.0,1.29,8.0,,2.5,0,1.636666667,2.99,"Leominster, United States"
Kingsport,United States,15.0,50.0,7.0,3.5,3.5,3.5,2.99,1.33,0.9,2.83,3.96,2.99,9.55,27.14,21.16,5.16,1.83,3.02,5.12,2.59,3.79,1.81,1.56,15.0,1.79,2.5,0,3.336666667,3.3275,"Kingsport, United States"
Besancon,France,14.75,47.42,9.48,5.27,6.32,4.21,2.11,3.69,1.05,1.16,2.11,2.53,17.91,,,4.21,3.16,4.21,4.21,3.16,3.16,1.16,1.05,6.32,1.6,,0,3.86,2.9225,"Besancon, France"
Lomas de Zamora,Argentina,6.12,25.0,6.0,1.92,1.7,1.78,1.04,0.93,0.74,0.97,0.91,1.37,6.54,4.0,7.68,1.36,1.2,0.73,1.41,0.64,0.7,1.06,1.21,3.29,1.16,1.95,0,1.096666667,0.9525,"Lomas de Zamora, Argentina"
Toledo,Brazil,5.75,9.58,4.0,1.31,,0.96,0.55,0.29,0.83,2.85,0.99,1.12,5.71,3.56,6.71,1.04,1.72,1.59,,0.95,0.3,0.61,0.46,4.79,1.11,,0,1.45,0.62,"Toledo, Brazil"
Metz,France,15.81,63.22,7.9,6.85,4.21,2.74,1.58,1.12,1.06,1.48,1.22,1.97,13.7,7.9,23.13,2.11,1.05,2.11,1.75,1.37,1.58,1.05,0.52,5.27,1.58,1.84,0,1.756666667,1.4375,"Metz, France"
Elblag,Poland,5.63,12.4,5.18,2.25,2.25,1.58,0.9,1.13,0.7,0.56,1.01,2.16,5.92,2.93,4.73,0.78,1.04,0.98,2.55,0.45,0.51,0.68,0.32,3.61,0.53,1.08,0,0.933333333,1.0475,"Elblag, Poland"
Paulo Afonso,Brazil,,,,,,,,,1.15,0.96,0.96,1.3,8.05,3.83,7.66,0.96,0.96,1.15,0.38,0.57,0.57,0.38,1.15,3.45,1.15,5.36,0,1.023333333,0.475,"Paulo Afonso, Brazil"
Huaraz,Peru,2.61,11.1,4.18,1.31,3.39,2.61,1.35,0.52,1.35,0.65,0.74,1.44,7.48,3.92,5.74,1.04,1.13,1.31,0.7,0.57,0.61,0.44,0.57,4.83,1.7,2.87,0,1.16,0.58,"Huaraz, Peru"
Rock Hill,United States,14.0,55.0,6.5,5.0,7.0,5.83,3.5,1.25,0.79,2.75,7.1,2.23,9.57,7.72,11.88,5.26,1.04,2.82,4.37,8.82,4.32,1.44,1.06,10.49,1.46,1.09,0,3.04,4.7375,"Rock Hill, United States"
Cheltenham,United Kingdom,18.45,73.8,6.15,5.54,5.54,3.72,2.18,1.49,1.29,1.3,1.84,2.62,6.7,7.38,9.46,2.37,1.08,2.28,2.98,1.71,1.17,0.88,1.23,8.0,2.13,2.34,0,1.91,1.685,"Cheltenham, United Kingdom"
Gilroy,United States,24.0,66.0,9.0,8.0,6.0,4.0,2.5,2.0,1.19,5.79,11.02,6.99,13.23,11.02,19.84,6.59,4.39,6.59,6.61,3.31,2.76,3.0,3.75,15.5,3.93,3.5,0,5.856666667,3.92,"Gilroy, United States"
Gabes,Tunisia,1.86,7.74,2.48,1.08,0.93,0.44,0.4,0.2,0.4,0.09,0.78,1.0,7.05,2.27,7.74,1.43,1.55,0.54,0.35,0.45,0.43,0.27,0.24,4.18,0.98,0.9,0,1.173333333,0.375,"Gabes, Tunisia"
Bruges,Belgium,15.81,76.4,7.38,3.69,3.16,3.09,2.42,2.07,0.84,1.58,1.84,2.05,10.54,10.22,17.86,1.58,1.79,1.79,1.74,0.95,0.82,1.03,0.5,5.27,1.58,1.5,1,1.72,1.135,"Bruges, Belgium"
Lahti,Finland,13.17,63.22,8.43,6.32,5.27,3.64,2.57,1.9,0.94,2.03,2.11,2.55,5.8,10.54,9.83,1.83,1.56,2.04,3.41,1.0,1.52,1.05,1.33,11.59,2.63,3.02,0,1.81,1.745,"Lahti, Finland"
Butwal,Nepal,3.08,19.22,5.38,2.31,2.88,1.19,0.42,0.17,0.64,0.41,0.58,1.56,7.5,2.56,5.13,1.92,0.85,1.1,0.49,0.49,0.64,0.19,0.32,6.15,2.69,2.11,0,1.29,0.4525,"Butwal, Nepal"
Linkoping,Sweden,11.62,67.79,7.75,6.73,6.73,4.51,2.02,1.73,1.21,2.02,2.29,2.91,8.7,8.58,16.74,2.75,2.3,2.6,3.44,1.18,1.2,2.74,1.4,11.62,1.69,1.94,1,2.55,2.14,"Linkoping, Sweden"
Trento,Italy,14.75,68.49,8.43,5.27,5.27,1.69,2.85,1.32,1.3,2.22,2.09,2.96,12.51,10.64,23.01,1.75,1.29,2.42,2.28,1.24,1.3,1.6,0.43,7.11,1.34,1.67,1,1.82,1.605,"Trento, Italy"
Sugar Land,United States,16.5,52.5,9.0,5.5,6.0,4.48,2.22,1.75,0.95,2.72,3.34,3.15,9.7,9.11,14.15,3.62,1.2,2.83,2.97,1.79,1.91,1.34,2.12,12.0,2.5,2.28,0,2.55,2.0025,"Sugar Land, United States"
Bottrop,Germany,13.17,52.69,8.43,2.63,2.11,2.92,2.11,1.58,0.95,3.16,1.58,2.1,,8.43,17.91,1.58,1.26,2.1,0.83,,0.94,0.89,,3.42,0.56,1.16,0,1.646666667,0.886666667,"Bottrop, Germany"
Iowa City,United States,20.0,50.0,7.6,4.0,5.5,4.44,2.37,1.65,0.99,2.87,6.17,2.2,14.69,22.05,25.89,6.61,2.34,8.08,8.44,2.93,3.89,2.06,1.5,12.99,3.04,4.5,0,5.676666667,4.33,"Iowa City, United States"
Codo,Brazil,3.07,,,1.34,1.92,0.38,1.34,0.38,,,,,,,,,,,,,,,,,1.34,1.92,0,,,"Codo, Brazil"
Texas City,United States,8.0,45.0,7.5,3.25,5.0,5.0,,1.0,0.95,3.0,4.41,2.56,8.77,24.21,14.33,3.44,,,,,,,1.68,9.98,,,0,3.44,,"Texas City, United States"
Chico,United States,15.0,67.5,9.0,5.0,6.5,4.4,2.76,1.56,1.16,3.09,2.56,3.47,12.6,9.57,17.81,3.91,1.47,3.14,2.88,2.56,1.97,1.49,1.89,10.5,2.54,2.49,0,2.84,2.225,"Chico, United States"
Saginaw,United States,8.0,43.0,8.0,5.0,6.0,5.1,1.75,1.0,0.76,2.7,3.51,3.03,10.06,4.39,11.01,3.33,1.21,3.16,3.59,1.84,2.2,1.36,1.8,12.0,2.57,2.76,0,2.566666667,2.2475,"Saginaw, United States"
Kabwe,Zambia,3.0,18.37,3.17,1.22,1.5,1.81,0.88,0.47,1.34,0.95,2.0,1.73,9.11,4.18,5.3,2.48,1.49,2.51,1.16,1.23,1.59,1.22,0.98,4.9,0.99,1.26,0,2.16,1.3,"Kabwe, Zambia"
Uzhhorod,Ukraine,4.08,16.32,2.72,0.88,1.22,0.91,0.56,0.51,0.89,0.56,1.35,1.09,6.8,3.37,5.0,0.6,1.13,1.19,1.5,0.36,0.36,0.88,0.48,2.58,0.84,1.11,1,0.973333333,0.775,"Uzhhorod, Ukraine"
Langley,Canada,14.82,59.29,10.01,4.82,5.93,3.52,1.76,1.45,1.42,2.29,3.2,3.62,11.89,8.2,14.45,3.54,1.66,4.47,4.2,2.61,3.59,2.03,1.36,11.12,3.15,5.19,0,3.223333333,3.1075,"Langley, Canada"
Machakos,Kenya,4.48,30.98,6.52,1.79,2.2,2.04,0.24,0.24,0.65,0.41,0.82,1.47,,2.94,3.91,0.49,0.49,0.82,0.49,0.49,0.41,,0.41,8.15,2.04,2.85,0,0.6,0.463333333,"Machakos, Kenya"
Rochdale,United Kingdom,12.3,49.2,6.46,3.69,4.92,3.06,1.23,0.77,0.92,0.99,1.35,2.31,6.33,6.15,10.39,1.97,1.32,1.97,2.13,1.0,0.95,0.56,0.9,8.0,1.55,1.88,0,1.753333333,1.16,"Rochdale, United Kingdom"
