City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),City/Country,Avg_Fruit,Avg_Veg,year,data_quality
Rio de Janeiro,Brazil,6.71,28.74,6.71,1.92,2.87,1.57,1.12,0.77,1.07,1.53,1.19,1.9,8.28,3.72,8.41,1.86,1.22,1.05,1.69,1.09,1.0,0.58,0.55,8.62,1.13,2.36,"Rio de Janeiro, Brazil",1.376666667,1.09,2022,1.0
Tianjin,China,4.27,28.47,6.41,1.42,2.14,3.54,0.46,0.28,1.91,1.55,0.95,1.25,14.59,2.96,10.56,1.25,1.37,1.36,1.12,0.74,0.74,0.71,0.67,14.24,1.07,1.42,"Tianjin, China",1.326666667,0.8275,2022,1.0
Zhengzhou,China,2.14,17.08,4.27,0.78,2.28,3.27,0.44,0.28,1.77,1.71,0.73,1.48,17.79,2.33,10.92,1.0,0.95,0.85,0.89,0.59,0.49,0.33,0.57,12.1,0.95,1.74,"Zhengzhou, China",0.933333333,0.575,2022,1.0
Chicago,United States,20.0,80.0,10.0,6.0,6.5,4.83,2.29,1.99,0.84,3.18,3.73,2.98,12.21,10.47,16.15,5.15,1.58,3.15,3.78,1.84,2.08,1.66,2.06,13.99,2.75,3.69,"Chicago, United States",3.293333333,2.34,2022,1.0
Hanoi,Vietnam,2.04,19.9,5.3,0.82,1.63,1.91,0.43,0.27,1.36,0.92,1.0,1.49,10.59,3.48,10.5,2.74,1.09,1.52,1.18,0.99,1.19,0.8,0.6,6.12,0.82,1.56,"Hanoi, Vietnam",1.783333333,1.04,2022,1.0
Chongqing,China,2.85,17.08,4.84,0.85,2.85,3.75,0.42,0.27,1.83,1.36,0.93,1.88,9.73,3.63,12.74,1.71,1.3,1.32,1.07,0.64,1.21,0.47,0.54,4.98,0.74,2.04,"Chongqing, China",1.443333333,0.8475,2022,1.0
Ahmedabad,India,2.46,12.28,3.68,3.38,5.53,1.68,0.44,0.18,0.71,0.54,0.71,1.05,6.21,3.57,6.21,1.91,0.58,1.07,0.6,0.35,0.45,0.77,0.35,9.52,1.86,4.65,"Ahmedabad, India",1.186666667,0.5425,2022,1.0
Pune,India,3.68,14.74,4.3,2.46,3.68,1.96,0.42,0.16,0.74,0.49,0.7,0.95,6.16,3.32,6.02,2.15,0.68,1.28,0.57,0.41,0.41,0.59,0.36,7.98,2.12,3.21,"Pune, India",1.37,0.495,2022,1.0
Nanjing,China,3.13,21.35,4.63,0.9,1.42,3.29,0.45,0.31,2.23,1.67,1.1,1.86,7.83,3.68,11.7,1.45,1.6,1.99,1.41,1.01,1.2,0.93,0.53,12.81,0.71,1.67,"Nanjing, China",1.68,1.1375,2022,1.0
Bogota,Colombia,3.15,18.88,4.62,1.05,2.1,1.14,0.57,0.49,0.87,0.99,0.82,1.52,4.02,3.69,5.36,1.95,0.76,0.95,0.92,0.78,0.71,0.55,0.58,8.39,0.74,1.34,"Bogota, Colombia",1.22,0.74,2022,1.0
Kuala Lumpur,Malaysia,3.42,22.79,4.1,3.65,4.56,2.74,0.6,0.38,1.7,0.83,1.37,1.74,10.02,3.72,9.37,2.61,1.53,2.82,1.43,1.03,0.95,0.9,0.64,15.95,2.49,3.63,"Kuala Lumpur, Malaysia",2.32,1.0775,2022,1.0
Hong Kong,Hong Kong,7.7,64.18,5.52,6.42,6.74,5.09,1.18,1.06,3.11,2.28,2.05,3.41,24.7,9.35,22.82,4.51,2.46,3.66,3.03,2.61,2.6,1.57,1.62,19.25,1.83,2.76,"Hong Kong, Hong Kong",3.543333333,2.4525,2022,1.0
Dar es Salaam,Tanzania,2.14,24.65,6.64,1.07,1.71,1.8,0.31,0.26,1.03,0.58,0.94,1.93,8.79,3.74,3.92,3.04,1.05,1.06,1.12,0.83,1.08,0.77,0.47,6.43,0.98,1.81,"Dar es Salaam, Tanzania",1.716666667,0.95,2022,1.0
Shenyang,China,2.85,21.35,4.73,0.64,1.42,2.99,0.36,0.21,1.61,1.2,0.9,1.45,13.88,2.81,13.52,1.39,1.19,1.78,1.49,1.14,0.88,0.74,0.61,9.25,0.48,2.25,"Shenyang, China",1.453333333,1.0625,2022,1.0
Santiago,Chile,9.05,45.27,6.79,3.4,3.96,2.62,1.11,0.92,1.06,1.33,1.46,2.88,9.74,5.76,10.74,1.68,1.42,1.61,1.82,1.21,1.18,1.05,1.09,5.09,1.3,1.96,"Santiago, Chile",1.57,1.315,2022,1.0
Xi'an,China,2.85,17.08,4.98,0.71,2.56,3.42,0.42,0.28,1.81,1.11,1.67,1.54,10.63,3.24,8.4,1.32,1.45,1.42,1.14,0.5,0.61,0.78,0.58,11.39,0.55,1.46,"Xi'an, China",1.396666667,0.7575,2022,1.0
Riyadh,Saudi Arabia,6.65,53.21,6.92,1.6,1.86,3.84,0.78,0.23,1.82,0.85,2.23,2.74,6.78,7.37,12.2,2.13,1.68,1.62,1.99,1.3,1.17,1.01,0.61,5.32,1.98,1.84,"Riyadh, Saudi Arabia",1.81,1.3675,2022,1.0
Hangzhou,China,4.27,32.03,5.69,0.85,2.14,3.77,0.53,0.31,2.45,1.93,1.08,1.99,20.51,4.78,14.32,2.06,1.67,1.46,1.2,0.93,1.11,0.7,0.71,10.61,0.89,2.31,"Hangzhou, China",1.73,0.985,2022,1.0
Miami,United States,20.0,100.0,10.0,6.0,8.0,4.59,2.19,2.03,1.15,3.17,5.48,3.92,12.08,16.04,14.84,6.72,1.93,4.86,5.05,3.32,3.17,1.92,1.95,12.0,2.39,3.05,"Miami, United States",4.503333333,3.365,2022,1.0
Baghdad,Iraq,4.72,22.85,8.0,1.83,3.5,2.45,0.46,0.2,1.0,0.78,1.21,1.64,4.29,4.13,9.96,0.85,0.96,0.89,0.61,0.6,0.51,0.73,0.52,12.3,1.52,2.26,"Baghdad, Iraq",0.9,0.6125,2022,1.0
Madrid,Spain,12.64,52.69,8.43,3.69,3.69,2.23,2.35,1.67,0.9,1.09,1.22,2.45,10.67,7.45,11.92,2.16,1.92,1.79,1.92,1.21,1.38,1.06,0.72,5.27,1.03,1.59,"Madrid, Spain",1.956666667,1.3925,2022,1.0
Khartoum,Sudan,5.0,20.0,8.0,2.0,3.4,2.32,0.52,0.29,1.53,0.76,2.12,2.02,6.1,5.73,6.21,4.93,0.78,1.98,2.01,1.52,1.27,0.97,0.59,15.0,1.0,3.0,"Khartoum, Sudan",2.563333333,1.4425,2022,1.0
Qingdao,China,2.99,21.35,4.7,0.85,2.14,3.08,0.43,0.28,2.04,1.16,0.82,1.37,11.45,4.19,11.58,1.29,1.61,1.37,1.27,0.66,0.54,0.45,0.55,12.81,0.65,1.71,"Qingdao, China",1.423333333,0.73,2022,1.0
Dallas,United States,20.0,75.0,8.0,5.0,7.0,4.64,2.27,1.53,0.89,3.19,4.14,3.0,10.21,13.17,16.23,4.77,2.02,4.68,4.18,3.55,2.9,1.79,2.27,12.0,3.1,4.08,"Dallas, United States",3.823333333,3.105,2022,1.0
Giza,Egypt,4.48,10.17,3.26,0.94,1.63,1.24,0.22,0.15,0.71,0.41,0.57,1.16,2.33,3.65,7.34,1.1,0.64,0.39,0.38,0.3,0.26,0.15,0.22,7.33,1.14,1.55,"Giza, Egypt",0.71,0.2725,2022,1.0
Philadelphia,United States,19.0,67.5,8.5,6.0,8.0,4.61,2.33,1.64,1.26,3.57,4.38,3.46,13.21,14.47,14.9,4.99,1.5,4.68,5.49,3.15,2.73,1.97,1.71,15.0,2.73,4.41,"Philadelphia, United States",3.723333333,3.335,2022,1.0
Nairobi,Kenya,4.28,32.61,5.91,2.04,2.85,2.25,0.54,0.45,0.96,0.52,1.55,1.39,11.6,5.88,4.62,2.33,0.91,1.8,0.95,0.91,0.98,0.63,0.76,11.41,1.96,2.42,"Nairobi, Kenya",1.68,0.8675,2022,1.0
Guadalajara,Mexico,7.74,30.94,6.19,1.8,3.09,2.48,0.97,0.64,1.14,1.89,1.5,1.67,6.34,7.02,10.2,2.51,1.26,1.2,1.27,1.56,1.25,0.89,0.93,10.31,1.27,2.72,"Guadalajara, Mexico",1.656666667,1.2425,2022,1.0
Houston,United States,16.5,75.0,9.0,5.5,6.0,4.74,2.22,1.75,0.95,3.02,3.34,3.15,11.94,9.11,14.15,4.42,1.25,3.28,3.15,2.21,2.19,1.58,2.12,12.0,2.87,3.3,"Houston, United States",2.983333333,2.2825,2022,1.0
Atlanta,United States,15.0,65.0,8.25,6.0,6.5,4.67,2.06,1.64,0.88,2.67,4.41,2.86,12.81,10.83,13.32,4.84,1.62,5.13,4.21,3.05,2.4,1.69,1.93,10.0,2.88,3.61,"Atlanta, United States",3.863333333,2.8375,2022,1.0
Suzhou,China,4.98,39.15,6.55,2.85,5.69,4.66,0.94,0.36,2.76,3.56,1.46,3.86,25.15,5.96,19.98,2.87,2.57,3.92,2.0,1.34,1.5,1.4,0.99,19.22,0.83,3.49,"Suzhou, China",3.12,1.56,2022,1.0
Toronto,Canada,18.53,85.23,9.63,5.19,6.36,3.59,1.95,1.53,2.52,2.54,2.93,2.96,11.48,11.92,13.14,3.2,1.26,3.19,3.36,2.81,2.47,2.3,1.67,11.86,2.34,2.78,"Toronto, Canada",2.55,2.735,2022,1.0
Singapore,Singapore,11.09,66.55,5.92,7.39,8.87,4.55,1.49,1.06,2.59,2.03,2.78,2.81,19.48,8.98,20.2,3.82,2.61,3.8,3.0,2.24,2.16,1.9,1.52,22.18,4.53,5.35,"Singapore, Singapore",3.41,2.325,2022,1.0
Washington,United States,19.5,82.5,9.0,7.25,8.0,4.88,2.47,2.12,1.01,3.24,4.47,3.48,13.85,11.91,16.56,5.52,1.94,5.53,6.16,3.36,3.02,2.31,2.13,15.0,2.87,3.77,"Washington, United States",4.33,3.7125,2022,1.0
Abidjan,Ivory Coast,3.21,32.13,8.84,0.96,2.41,2.46,0.76,0.63,1.75,0.56,1.1,2.03,12.32,8.33,6.0,2.68,0.88,1.71,1.78,1.04,1.11,0.56,0.72,6.02,0.87,1.19,"Abidjan, Ivory Coast",1.756666667,1.1225,2022,1.0
Fuzhou,China,2.99,17.79,4.98,0.85,2.14,3.8,0.45,0.28,1.84,1.28,0.85,1.59,10.63,5.2,16.13,2.24,1.42,1.46,1.28,0.64,0.93,0.43,0.66,19.57,1.28,1.95,"Fuzhou, China",1.706666667,0.82,2022,1.0
Surat,India,2.76,9.83,3.68,1.84,3.68,1.35,0.37,0.18,0.75,0.52,0.69,0.9,5.42,3.28,9.83,1.54,0.51,1.03,0.53,0.37,0.44,0.57,0.33,13.82,2.68,,"Surat, India",1.026666667,0.4775,2022,1.0
Alexandria,Egypt,4.07,16.28,3.66,2.03,4.07,1.39,0.25,0.15,0.76,0.45,0.64,1.11,2.69,3.64,7.24,1.07,0.61,0.4,0.36,0.34,0.26,0.22,0.21,6.1,1.38,1.42,"Alexandria, Egypt",0.693333333,0.295,2022,1.0
Belo Horizonte,Brazil,4.22,28.74,5.75,1.63,2.3,1.3,0.95,0.52,0.91,1.4,1.85,1.77,7.99,3.59,7.99,1.32,0.94,0.71,1.39,0.8,0.81,0.46,0.58,7.66,1.14,2.16,"Belo Horizonte, Brazil",0.99,0.865,2022,1.0
Boston,United States,20.0,95.0,10.0,7.0,8.0,4.83,2.32,2.1,1.09,3.82,4.15,3.49,16.77,13.22,16.64,4.82,1.52,4.85,5.83,2.62,3.18,2.07,2.07,15.0,2.16,3.35,"Boston, United States",3.73,3.425,2022,1.0
Sydney,Australia,13.59,81.55,9.5,6.12,6.29,3.11,2.23,2.06,1.4,2.31,1.88,3.77,7.76,8.01,13.67,2.89,2.36,2.51,5.28,2.33,2.1,2.61,1.47,12.23,4.27,4.61,"Sydney, Australia",2.586666667,3.08,2022,1.0
Barcelona,Spain,14.75,63.22,9.48,3.16,3.69,2.35,2.2,1.52,1.0,1.5,1.35,2.62,12.32,7.45,12.0,2.07,1.99,1.82,2.31,1.4,1.53,1.07,0.81,6.32,1.16,1.71,"Barcelona, Spain",1.96,1.5775,2022,1.0
Melbourne,Australia,15.63,81.55,9.68,6.8,6.8,3.23,2.61,2.3,1.31,2.25,2.16,3.65,8.8,8.36,13.57,2.94,2.45,2.42,5.19,2.43,2.09,3.06,1.53,13.59,3.91,4.35,"Melbourne, Australia",2.603333333,3.1925,2022,1.0
Johannesburg,South Africa,8.55,34.22,4.28,2.28,2.28,1.82,0.91,0.71,1.07,0.91,1.5,2.05,6.57,4.49,7.15,1.55,1.44,1.5,1.47,1.33,1.21,1.0,0.95,4.56,1.44,1.71,"Johannesburg, South Africa",1.496666667,1.2525,2022,1.0
Casablanca,Morocco,3.45,18.89,6.14,2.83,3.78,1.78,0.46,0.32,0.69,0.47,1.41,1.23,7.45,5.44,7.53,1.19,1.13,0.57,0.58,0.47,0.45,0.29,0.54,6.61,1.88,2.51,"Casablanca, Morocco",0.963333333,0.4475,2022,1.0
Kabul,Afghanistan,1.69,5.65,3.11,,,0.93,0.23,0.13,0.6,0.23,1.23,1.2,3.39,2.53,5.39,0.73,0.92,1.11,0.49,0.3,0.23,0.23,0.33,11.3,0.87,1.58,"Kabul, Afghanistan",0.92,0.3125,2022,1.0
Phoenix,United States,18.5,70.0,10.0,6.0,6.0,5.14,2.51,1.8,0.85,3.15,4.09,3.55,11.81,10.22,15.16,4.59,1.51,3.73,4.1,2.89,2.64,1.64,2.51,15.0,2.71,3.75,"Phoenix, United States",3.276666667,2.8175,2022,1.0
Amman,Jordan,5.99,42.3,7.05,7.05,7.05,4.12,0.53,0.38,1.47,0.53,1.68,2.02,7.39,6.12,11.53,2.03,1.77,1.5,0.75,0.96,0.75,0.64,0.57,21.15,5.1,6.21,"Amman, Jordan",1.766666667,0.775,2022,1.0
Yokohama,Japan,6.33,44.67,5.21,3.35,4.47,3.1,0.94,0.84,1.54,1.36,3.1,1.89,11.47,5.64,14.33,3.23,2.23,3.72,3.69,2.98,3.72,1.49,0.84,7.45,2.2,2.51,"Yokohama, Japan",3.06,2.97,2022,1.0
Seattle,United States,20.0,100.0,11.0,7.0,8.0,5.21,2.48,1.94,1.12,4.2,5.0,3.53,17.09,14.78,17.45,5.89,2.68,5.24,6.57,3.23,3.23,2.38,1.94,15.0,3.21,3.24,"Seattle, United States",4.603333333,3.8525,2022,1.0
Jeddah,Saudi Arabia,6.65,53.21,7.45,1.4,1.8,3.82,0.74,0.29,1.6,0.83,2.01,2.54,7.41,8.25,13.15,2.18,1.58,1.6,1.76,1.17,1.03,1.5,0.59,1.33,1.78,1.95,"Jeddah, Saudi Arabia",1.786666667,1.365,2022,1.0
Berlin,Germany,12.64,63.22,9.48,4.21,4.21,3.37,2.52,1.95,1.19,1.7,2.43,2.99,12.69,9.87,14.43,2.69,1.82,2.55,3.17,2.0,1.5,1.42,0.69,5.9,1.13,1.59,"Berlin, Germany",2.353333333,2.0225,2022,1.0
Algiers,Algeria,2.53,21.7,4.7,1.81,2.28,1.0,0.5,0.19,0.87,0.16,1.16,1.43,7.59,4.33,11.57,2.48,2.97,1.31,0.79,0.59,0.38,0.58,0.25,6.69,1.52,1.95,"Algiers, Algeria",2.253333333,0.585,2022,1.0
Busan,South Korea,6.15,36.49,4.99,3.07,4.61,3.35,1.32,0.74,2.01,2.49,4.1,2.0,13.83,6.15,25.61,5.22,2.89,4.96,4.61,3.59,2.88,1.79,1.01,9.99,1.94,2.6,"Busan, South Korea",4.356666667,3.2175,2022,1.0
Detroit,United States,15.63,60.0,8.75,4.5,6.0,4.69,2.05,1.61,0.92,2.94,3.41,3.12,12.62,13.22,16.73,4.35,1.72,4.13,3.66,3.17,3.04,1.46,1.88,11.0,1.86,2.54,"Detroit, United States",3.4,2.8325,2022,1.0
Montreal,Canada,14.82,66.7,9.63,5.93,5.93,3.57,1.76,1.37,2.17,2.81,2.9,2.87,11.4,11.07,12.68,3.17,1.49,3.11,3.47,1.84,1.96,2.08,1.68,11.86,2.4,2.69,"Montreal, Canada",2.59,2.3375,2022,1.0
Lucknow,India,3.07,12.28,3.07,1.84,3.68,1.57,0.35,0.18,0.68,0.45,0.71,1.03,3.96,3.48,6.52,1.49,0.58,0.82,0.43,0.25,0.35,0.43,0.35,6.14,1.81,3.39,"Lucknow, India",0.963333333,0.365,2022,1.0
Faisalabad,Pakistan,1.23,6.71,3.35,2.24,2.91,0.7,0.18,0.15,0.53,0.35,0.69,0.82,2.84,1.71,2.79,0.89,0.44,0.58,0.44,0.34,0.28,0.35,0.3,1.23,1.1,1.34,"Faisalabad, Pakistan",0.636666667,0.3525,2022,1.0
Jaipur,India,2.46,9.83,3.68,1.84,3.99,1.45,0.45,0.2,0.64,0.45,0.88,0.93,5.62,3.74,4.18,1.49,0.42,0.81,0.49,0.34,0.41,0.39,0.37,12.28,1.73,3.45,"Jaipur, India",0.906666667,0.4075,2022,1.0
San Diego,United States,20.0,80.0,10.0,7.0,8.0,4.82,2.4,2.07,1.1,3.88,4.36,4.24,12.97,16.43,17.41,4.58,1.89,3.23,3.81,2.99,2.47,1.65,1.92,12.0,3.08,2.71,"San Diego, United States",3.233333333,2.73,2022,1.0
Brasilia,Brazil,5.75,38.32,6.71,1.53,2.87,1.52,1.01,0.7,1.06,1.48,1.66,2.06,8.69,3.78,8.25,1.52,1.08,0.93,1.48,1.02,0.97,0.66,0.77,8.24,1.27,2.68,"Brasilia, Brazil",1.176666667,1.0325,2022,1.0
Mashhad,Iran,2.54,35.63,4.02,0.7,1.0,1.48,1.02,0.64,0.71,0.61,2.31,1.23,2.79,2.61,6.77,0.74,1.35,0.79,0.49,0.38,0.38,0.39,0.23,0.71,0.48,0.91,"Mashhad, Iran",0.96,0.41,2022,1.0
Minneapolis,United States,20.0,66.94,9.0,6.0,6.0,5.37,2.01,1.83,0.89,3.16,4.77,3.26,9.88,9.79,14.25,6.04,1.84,4.98,5.06,2.6,2.77,1.78,1.9,13.5,2.34,2.66,"Minneapolis, United States",4.286666667,3.0525,2022,1.0
Addis Ababa,Ethiopia,7.66,30.0,4.0,0.75,1.3,0.72,0.61,0.38,0.91,0.53,1.98,2.13,8.12,8.09,8.73,3.19,0.86,1.66,0.81,0.46,0.66,0.42,0.39,8.15,0.96,1.23,"Addis Ababa, Ethiopia",1.903333333,0.5875,2022,1.0
Kuwait City,Kuwait,6.52,52.13,6.52,2.61,3.26,4.69,0.47,0.27,1.34,0.76,1.91,1.79,4.0,5.03,10.2,2.2,1.86,1.86,1.24,1.06,0.92,1.28,0.51,5.21,1.23,1.28,"Kuwait City, Kuwait",1.973333333,1.125,2022,1.0
Incheon,South Korea,5.38,28.04,4.46,3.07,3.84,3.56,1.27,0.7,2.8,2.75,3.98,3.42,9.67,7.45,19.95,6.12,3.59,7.17,5.89,3.33,2.3,1.54,1.15,15.36,2.3,2.56,"Incheon, South Korea",5.626666667,3.265,2022,1.0
Quezon City,Philippines,3.59,19.74,2.78,1.35,2.47,2.72,0.98,0.53,1.6,1.28,0.95,1.93,8.89,4.67,7.42,2.52,1.69,2.47,1.32,2.17,2.23,1.16,0.83,7.18,1.28,1.73,"Quezon City, Philippines",2.226666667,1.72,2022,1.0
Sanaa,Yemen,5.99,17.97,9.0,2.0,1.8,2.9,1.05,0.72,2.01,1.2,3.65,3.13,7.13,8.79,22.82,4.99,1.57,4.26,2.06,1.67,1.68,0.53,0.91,6.99,,3.99,"Sanaa, Yemen",3.606666667,1.485,2022,1.0
Surabaya,Indonesia,1.3,12.96,3.24,2.48,2.59,1.43,0.49,0.27,1.19,0.97,0.81,1.52,6.15,3.44,7.24,2.3,1.38,1.83,0.88,1.15,1.38,0.6,0.36,19.45,2.49,3.07,"Surabaya, Indonesia",1.836666667,1.0025,2022,1.0
Bandung,Indonesia,1.3,11.34,3.24,2.59,4.0,1.83,0.59,0.31,1.11,0.93,0.81,1.5,8.59,2.84,8.43,2.06,1.27,1.17,1.03,1.06,1.83,1.02,0.43,19.45,2.16,3.48,"Bandung, Indonesia",1.5,1.235,2022,1.0
Tampa,United States,21.0,60.0,10.0,6.0,7.0,4.47,2.12,1.54,1.09,3.48,3.76,3.29,13.62,11.24,14.3,4.58,1.6,3.8,4.23,3.06,2.75,2.18,2.22,10.0,1.64,4.22,"Tampa, United States",3.326666667,3.055,2022,1.0
Salvador,Brazil,4.79,24.91,5.75,1.53,2.87,1.5,0.95,0.6,1.1,1.53,0.97,1.73,8.77,3.66,7.91,1.63,0.89,1.01,1.46,1.04,0.97,0.65,0.46,6.71,1.06,1.53,"Salvador, Brazil",1.176666667,1.03,2022,1.0
Rome,Italy,16.33,73.76,9.48,5.27,5.27,1.5,2.09,1.15,1.61,1.58,2.22,3.59,16.58,9.95,15.85,2.4,1.9,2.4,2.71,1.61,1.58,1.15,0.53,6.85,1.57,2.42,"Rome, Italy",2.233333333,1.7625,2022,1.0
Guatemala City,Guatemala,5.79,35.02,5.73,1.91,3.18,2.38,1.09,0.86,1.66,1.97,1.55,2.06,5.5,6.29,9.91,3.26,1.02,2.59,1.75,1.63,1.66,0.82,0.97,8.92,1.24,2.07,"Guatemala City, Guatemala",2.29,1.465,2022,1.0
Denver,United States,18.0,75.0,9.4,6.0,7.0,4.92,2.56,2.03,1.03,4.02,5.13,3.17,12.78,14.49,15.76,5.23,1.57,4.73,5.03,2.56,2.86,1.77,2.15,16.49,2.74,3.34,"Denver, United States",3.843333333,3.055,2022,1.0
Kyiv,Ukraine,6.8,26.6,3.62,0.98,1.78,1.32,0.62,0.46,0.99,0.69,1.57,1.28,7.97,3.8,6.12,0.58,1.22,1.35,2.05,0.47,0.64,1.03,0.47,4.08,0.82,1.27,"Kyiv, Ukraine",1.05,1.0475,2022,1.0
Taichung,Taiwan,3.6,26.18,4.91,2.29,2.29,3.25,1.01,0.64,3.18,1.79,3.55,3.08,18.55,7.65,19.09,4.5,1.57,2.75,3.44,3.3,2.17,2.44,1.08,14.73,1.77,2.02,"Taichung, Taiwan",2.94,2.8375,2022,1.0
Guayaquil,Ecuador,2.65,40.0,6.25,2.0,4.95,2.33,0.99,0.59,1.06,1.44,1.49,1.86,4.84,7.06,5.14,2.01,1.03,1.43,0.95,0.81,0.98,0.55,0.86,8.0,1.49,2.64,"Guayaquil, Ecuador",1.49,0.8225,2022,1.0
Kaohsiung,Taiwan,3.27,26.18,4.91,1.75,2.62,2.92,1.07,0.69,2.9,1.96,2.22,2.69,11.99,6.44,17.75,3.17,1.79,2.46,3.53,2.08,2.35,1.78,1.28,11.29,1.64,2.55,"Kaohsiung, Taiwan",2.473333333,2.435,2022,1.0
La Paz,Bolivia,2.89,20.97,6.51,2.17,3.62,2.59,1.0,0.79,0.96,1.14,1.11,1.57,6.86,4.14,6.37,2.88,1.36,1.51,1.02,1.02,0.86,0.79,1.08,5.99,1.94,2.93,"La Paz, Bolivia",1.916666667,0.9225,2022,1.0
Taipei,Taiwan,5.89,39.28,4.91,1.96,2.62,3.03,1.03,0.67,3.15,1.93,3.07,3.28,15.98,8.7,18.89,4.14,2.19,2.73,3.36,2.74,2.43,1.78,1.12,13.09,1.61,2.55,"Taipei, Taiwan",3.02,2.5775,2022,1.0
Antananarivo,Madagascar,4.12,20.62,6.87,1.15,1.6,1.15,0.84,0.5,0.98,1.12,0.66,1.9,7.56,5.73,4.73,2.0,0.57,0.87,0.82,0.53,0.89,0.22,0.54,8.02,0.95,1.52,"Antananarivo, Madagascar",1.146666667,0.615,2022,1.0
Brooklyn,United States,19.0,87.5,12.0,8.0,8.0,4.88,2.11,1.67,1.28,3.7,5.62,3.35,12.15,14.1,15.61,4.42,1.97,5.21,5.15,3.49,2.37,2.0,1.93,16.0,2.73,2.79,"Brooklyn, United States",3.866666667,3.2525,2022,1.0
Santo Domingo,Dominican Republic,9.14,36.56,7.4,2.74,4.57,2.23,0.84,0.55,1.31,2.15,1.25,2.22,7.03,5.61,10.83,2.81,0.64,2.45,1.18,1.55,2.29,0.78,1.22,10.97,2.5,3.67,"Santo Domingo, Dominican Republic",1.966666667,1.45,2022,1.0
Medellin,Colombia,3.36,18.88,4.83,1.05,1.89,1.11,0.7,0.55,0.67,0.89,0.78,1.39,3.22,4.2,5.56,2.08,0.69,1.02,1.0,0.99,0.91,0.59,0.53,6.08,0.81,1.44,"Medellin, Colombia",1.263333333,0.8725,2022,1.0
Dubai,United Arab Emirates,12.25,81.68,8.17,12.52,13.34,5.3,1.24,0.63,1.81,1.48,1.9,3.14,9.71,8.22,10.55,2.24,1.82,1.78,1.63,1.08,0.94,1.57,0.61,16.34,3.45,6.32,"Dubai, United Arab Emirates",1.946666667,1.305,2022,1.0
Tashkent,Uzbekistan,5.0,30.0,3.5,1.2,2.75,1.55,0.6,0.3,0.99,0.42,1.34,1.49,6.08,3.64,7.26,1.42,1.71,2.28,1.48,0.48,0.36,0.3,0.3,3.5,1.16,2.17,"Tashkent, Uzbekistan",1.803333333,0.655,2022,1.0
Cali,Colombia,2.2,16.78,5.24,0.84,1.47,0.89,0.55,0.53,0.9,0.94,0.61,1.58,3.0,3.39,4.88,1.8,0.51,0.72,0.92,0.83,0.66,0.4,0.66,6.29,0.66,1.33,"Cali, Colombia",1.01,0.7025,2022,1.0
Douala,Cameroon,3.61,32.13,3.21,1.12,1.61,0.88,0.72,0.39,2.45,0.58,1.46,1.74,18.21,5.7,4.7,3.35,1.2,0.93,0.85,1.71,1.1,0.72,0.57,5.62,1.03,1.79,"Douala, Cameroon",1.826666667,1.095,2022,1.0
Fortaleza,Brazil,4.98,22.99,6.32,1.58,2.39,1.61,0.91,0.51,1.14,1.35,0.95,1.44,6.47,4.11,7.5,2.01,0.98,1.12,1.28,1.21,0.84,0.59,0.68,6.71,1.1,2.19,"Fortaleza, Brazil",1.37,0.98,2022,1.0
Yaounde,Cameroon,3.21,32.13,3.21,1.08,1.37,1.45,0.72,0.43,1.94,0.7,0.88,1.52,14.86,4.38,5.46,2.41,1.37,1.37,1.08,1.41,1.53,0.59,0.58,5.62,1.03,1.53,"Yaounde, Cameroon",1.716666667,1.1525,2022,1.0
Nagpur,India,4.91,12.28,3.68,2.33,3.99,2.05,0.42,0.18,0.63,0.46,0.65,0.94,7.09,3.77,4.41,2.11,0.61,0.95,0.54,0.43,0.42,1.29,0.35,7.37,2.28,3.68,"Nagpur, India",1.223333333,0.67,2022,1.0
Brisbane,Australia,13.59,67.96,8.83,6.12,6.12,3.34,2.5,1.96,1.32,2.11,1.95,3.23,7.55,7.65,13.62,3.01,2.4,2.7,4.35,2.25,1.94,2.65,1.7,11.55,3.61,4.29,"Brisbane, Australia",2.703333333,2.7975,2022,1.0
Accra,Ghana,2.5,26.79,4.46,0.71,1.43,1.46,0.51,0.17,1.19,0.64,0.88,1.01,6.91,2.55,2.66,1.45,0.68,0.73,1.15,1.24,1.01,0.6,0.28,2.86,0.59,0.75,"Accra, Ghana",0.953333333,1.0,2022,1.0
Tangerang,Indonesia,1.94,19.45,3.24,2.82,3.57,1.78,0.48,0.25,1.26,1.11,0.91,1.42,9.07,4.21,7.19,2.11,1.69,2.38,1.3,1.38,4.26,0.94,0.37,10.37,3.25,3.35,"Tangerang, Indonesia",2.06,1.97,2022,1.0
Fukuoka,Japan,7.3,37.23,5.21,3.28,4.17,2.96,1.02,0.79,1.57,1.71,3.19,1.8,22.34,5.35,18.12,5.96,2.73,5.21,5.46,3.72,3.23,1.26,0.93,7.45,2.01,2.27,"Fukuoka, Japan",4.633333333,3.4175,2022,1.0
